6,"t","Cost of Pollination: Released December 22, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
6,"t","Paid Pollinated Acres, Price per Acre, Colonies Used, Price per Colony, and"
6,"t","Total Value of Pollination – Region 6 & 7: 2015"
6,"t","[See regional listing on page 17]"
6,"h","","","","","",""
6,"h","","Region 6 & 7","Region 6 & 7","Region 6 & 7","Region 6 & 7","Region 6 & 7"
6,"h","","","","","",""
6,"h","Crop","Paid","Price per","Colonies","Price per","Total value"
6,"h","","pollinated acres","acre","used","colony","of pollination"
6,"h","","","","","",""
6,"u","","(acres)","(dollars)","(colonies)","(dollars)","(1,000 dollars)"
6,"d","Tree nuts",,,,,
6,"d","  Almond",921200,313.0,1760000,165.0,290400
6,"d","",,,,,
6,"d","Tree fruit",,,,,
6,"d","  Apple",6100,45.5,11000,29.4,323
6,"d","  Avocado",8600,74.2,52000,27.7,1440
6,"d","  Cherry",25400,129.0,51000,67.6,3448
6,"d","  Plum",13000,117.0,20000,85.5,1710
6,"d","  Other tree fruit 1/",4650,74.2,10500,60.9,639
6,"d","",,,,,
6,"d","Other fruit",,,,,
6,"d","  Kiwi",2450,86.8,6500,33.6,218
6,"d","",,,,,
6,"d","Melons",,,,,
6,"d","  Cantaloupe",27300,46.3,28000,45.1,1263
6,"d","  Honey dew",8700,45.8,8000,49.9,399
6,"d","  Watermelon",10300,82.2,20000,46.8,936
6,"d","",,,,,
6,"d","Berries",,,,,
6,"d","  Blueberry",2450,269.0,12500,91.8,1148
6,"d","  Raspberry",3100,159.0,6500,147.0,956
6,"d","",,,,,
6,"d","Vegetables",,,,,
6,"d","  Cucumber",3150,83.4,8000,36.7,294
6,"d","  Other vegetables 2/",3800,89.2,14500,36.1,523
6,"d","",,,,,
6,"d","Other crops",,,,,
6,"d","  Alfalfa",27900,80.2,46000,48.8,2245
6,"d","  Sunflower",21400,53.3,36000,35.6,1282
6,"d","",,,,,
6,"d","All other 3/",7800,42.7,27000,36.3,980
6,"c",""
6,"f","1/ Includes other tree fruit."
6,"f","2/ Includes other vegetables."
6,"f","3/ Includes any crops not categorized above."
