1,"t","Cost of Pollination: Released December 22, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
1,"t","Paid Pollinated Acres, Price per Acre, Colonies Used, Price per Colony, and"
1,"t","Total Value of Pollination – Region 2: 2015"
1,"t","[See regional listing on page 17]"
1,"h","","","","","",""
1,"h","","Region 2","Region 2","Region 2","Region 2","Region 2"
1,"h","","","","","",""
1,"h","Crop","Paid","Price per","Colonies","Price per","Total value"
1,"h","","pollinated acres","acre","used","colony","of pollination"
1,"h","","","","","",""
1,"u","","(acres)","(dollars)","(colonies)","(dollars)","(1,000 dollars)"
1,"d","Tree fruit",,,,,
1,"d","  Apple",20900,15.1,7500,47.9,359
1,"d","",,,,,
1,"d","Melons",,,,,
1,"d","  Watermelon",25100,66.1,23000,64.6,1486
1,"d","",,,,,
1,"d","Berries",,,,,
1,"d","  Blueberry",15800,77.0,31000,50.9,1578
1,"d","",,,,,
1,"d","Vegetables",,,,,
1,"d","  Cucumber",18300,49.6,15500,55.1,854
1,"d","  Pumpkin",3100,24.9,2000,60.3,121
1,"d","  Squash",6900,50.8,7000,57.5,403
1,"d","",,,,,
1,"d","All other 1/",5800,35.6,10000,42.8,428
1,"c",""
1,"f","1/ Includes any crops not categorized above."
