4,"t","Cost of Pollination: Released December 22, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
4,"t","Paid Pollinated Acres, Price per Acre, Colonies Used, Price per Colony, and"
4,"t","Total Value of Pollination – Region 4: 2015"
4,"t","[See regional listing on page 17]"
4,"h","","","","","",""
4,"h","","Region 4","Region 4","Region 4","Region 4","Region 4"
4,"h","","","","","",""
4,"h","Crop","Paid","Price per","Colonies","Price per","Total value"
4,"h","","pollinated acres","acre","used","colony","of pollination"
4,"h","","","","","",""
4,"u","","(acres)","(dollars)","(colonies)","(dollars)","(1,000 dollars)"
4,"d","Tree fruit",,,,,
4,"d","  Apple",2750,34.7,4100,38.0,156
4,"d","  Cherry",3600,19.5,3200,27.0,86
4,"d","",,,,,
4,"d","Other crops",,,,,
4,"d","  Misc. crops 1/",2950,28.1,29000,48.0,1392
4,"d","",,,,,
4,"d","All other 2/",2650,39.7,7000,42.9,300
4,"c",""
4,"f","1/ Includes miscellaneous crops."
4,"f","2/ Includes any crops not categorized above."
