7,"t","Cost of Pollination: Released December 22, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
7,"t","Paid Pollinated Acres, Price per Acre, Colonies Used, Price per Colony, and"
7,"t","Total Value of Pollination – Region 1: 2016"
7,"t","[See regional listing on page 17]"
7,"h","","","","","",""
7,"h","","Region 1","Region 1","Region 1","Region 1","Region 1"
7,"h","","","","","",""
7,"h","Crop","Paid","Price per","Colonies","Price per","Total value"
7,"h","","pollinated acres","acre","used","colony","of pollination"
7,"h","","","","","",""
7,"u","","(acres)","(dollars)","(colonies)","(dollars)","(1,000 dollars)"
7,"d","Tree fruit",,,,,
7,"d","  Apple",83400,33.0,46000,69.9,3215
7,"d","  Cherry",26600,21.9,15000,55.0,825
7,"d","  Peach",2150,33.9,2200,58.5,129
7,"d","",,,,,
7,"d","Melons",,,,,
7,"d","  Watermelon",5600,40.4,3700,78.1,289
7,"d","",,,,,
7,"d","Berries",,,,,
7,"d","  Blueberry",37500,147.0,65000,88.2,5733
7,"d","  Cranberry",30300,167.0,66000,77.9,5141
7,"d","",,,,,
7,"d","Vegetables",,,,,
7,"d","  Cucumber",29100,29.4,15000,62.7,941
7,"d","  Pumpkin",11200,32.4,11000,76.8,845
7,"d","  Squash",9400,32.3,7500,74.1,556
7,"d","",,,,,
7,"d","All other 1/",7100,31.0,17500,49.9,873
7,"c",""
7,"f","1/ Includes any crops not categorized above."
