12,"t","Cost of Pollination: Released December 22, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
12,"t","Paid Pollinated Acres, Price per Acre, Colonies Used, Price per Colony, and"
12,"t","Total Value of Pollination – Region 6 & 7: 2016"
12,"t","[See regional listing on page 17]"
12,"h","","","","","",""
12,"h","","Region 6 & 7","Region 6 & 7","Region 6 & 7","Region 6 & 7","Region 6 & 7"
12,"h","","","","","",""
12,"h","Crop","Paid","Price per","Colonies","Price per","Total value"
12,"h","","pollinated acres","acre","used","colony","of pollination"
12,"h","","","","","",""
12,"u","","(acres)","(dollars)","(colonies)","(dollars)","(1,000 dollars)"
12,"d","Tree nuts",,,,,
12,"d","  Almond",971400,287.0,1680000,167.0,280560
12,"d","",,,,,
12,"d","Tree fruit",,,,,
12,"d","  Apple",10400,89.2,20000,47.7,954
12,"d","  Avocado",12800,103.0,69000,40.8,2815
12,"d","  Cherry",29800,127.0,55000,68.6,3773
12,"d","  Plum",29700,89.9,46000,64.4,2962
12,"d","  Other tree fruit 1/",6200,59.0,12800,48.2,617
12,"d","",,,,,
12,"d","Citrus",,,,,
12,"d","  Orange",2700,130.0,11000,103.0,1133
12,"d","",,,,,
12,"d","Other fruit",,,,,
12,"d","  Kiwi",2800,217.0,4800,205.0,984
12,"d","",,,,,
12,"d","Melons",,,,,
12,"d","  Cantaloupe",36900,53.3,40000,49.3,1972
12,"d","  Honey dew",9300,55.8,10000,51.3,513
12,"d","  Watermelon",13000,63.4,21000,38.7,813
12,"d","",,,,,
12,"d","Berries",,,,,
12,"d","  Blueberry",3050,240.0,7500,101.0,758
12,"d","  Cranberry",3300,285.0,13000,71.5,930
12,"d","  Raspberry",5100,220.0,14000,92.3,1292
12,"d","",,,,,
12,"d","Vegetables",,,,,
12,"d","  Cucumber",3750,82.4,11000,28.9,318
12,"d","  Squash",2800,64.4,6500,27.3,177
12,"d","",,,,,
12,"d","Other crops",,,,,
12,"d","  Alfalfa",42700,137.0,92000,63.6,5851
12,"d","  Sunflower",22800,36.8,30000,28.8,864
12,"d","  Misc. crops 2/",11700,14.6,5500,32.1,177
12,"d","",,,,,
12,"d","All other 3/",7900,71.2,28000,42.4,1187
12,"c",""
12,"f","1/ Includes other tree fruit."
12,"f","2/ Includes miscellaneous crops."
12,"f","3/ Includes any crops not categorized above."
