11,"t","Cost of Pollination: Released December 22, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
11,"t","Paid Pollinated Acres, Price per Acre, Colonies Used, Price per Colony, and"
11,"t","Total Value of Pollination – Region 5: 2016"
11,"t","[See regional listing on page 17]"
11,"h","","","","","",""
11,"h","","Region 5","Region 5","Region 5","Region 5","Region 5"
11,"h","","","","","",""
11,"h","Crop","Paid","Price per","Colonies","Price per","Total value"
11,"h","","pollinated acres","acre","used","colony","of pollination"
11,"h","","","","","",""
11,"u","","(acres)","(dollars)","(colonies)","(dollars)","(1,000 dollars)"
11,"d","Tree fruit",,,,,
11,"d","  Apple",112600,47.6,105000,51.5,5408
11,"d","  Cherry",39900,75.4,61000,49.3,3007
11,"d","  Peach",2900,38.5,2500,48.1,120
11,"d","  Pear",24300,65.4,30000,53.1,1593
11,"d","",,,,,
11,"d","Melons",,,,,
11,"d","  Watermelon",2750,74.8,4200,51.8,218
11,"d","",,,,,
11,"d","Berries",,,,,
11,"d","  Blueberry",14200,106.0,33000,46.5,1535
11,"d","  Cranberry",5700,118.0,9000,74.3,669
11,"d","  Raspberry",6400,46.9,8000,40.0,320
11,"d","",,,,,
11,"d","Vegetables",,,,,
11,"d","  Other vegetables 1/",6700,47.2,9500,35.9,341
11,"d","",,,,,
11,"d","Other crops",,,,,
11,"d","  Clover",8300,34.9,10500,33.6,353
11,"d","  Misc. crops 2/",10900,69.2,18500,47.9,886
11,"d","",,,,,
11,"d","All other 3/",5600,32.3,6500,35.6,231
11,"c",""
11,"f","1/ Includes other vegetables."
11,"f","2/ Includes miscellaneous crops."
11,"f","3/ Includes any crops not categorized above."
